text,emotion
The meeting is scheduled at 3 PM. That really hit me.,neutral
You threw me a party? I'm shocked! It left me stunned.,surprise
This surprise party is amazing! I still can't believe it.,joy
I just got a promotion at work! It's real.,joy
That was completely unfair and wrong. I'm not joking.,anger
That's unbelievable news! It's real.,surprise
I can't breathe when I'm anxious..,fear
I'm mad at myself for forgetting that. It really happened.,anger
My best friend moved away. I'm still processing it.,sadness
I wish I could take back my words. It's real.,shame
I miss my family so much. I'm telling the truth.,sadness
That's unbelievable news! Can you believe it?,surprise
I'm furious about how they treated me. I'm speechless.,anger
You threw me a party? I'm shocked! I'm still processing it.,surprise
Laughing with friends is the best feeling. Can you believe it?,joy
That’s the most disgusting thing ever. I feel overwhelmed.,disgust
I'm mad at myself for forgetting that. I'm not joking.,anger
I'm so proud of my accomplishments.,joy
Today has been really hard for me. Honestly.,sadness
"Wow, I didn’t expect that at all! Honestly.",surprise
This surprise party is amazing! I'm not joking.,joy
The sight of that was revolting. I still can't believe it.,disgust
I'm really scared of the dark. It's real.,fear
Today has been really hard for me. I'm still processing it.,sadness
I'm mad at myself for forgetting that. This just happened.,anger
I just want to be alone and cry. This just happened.,sadness
I can't breathe when I'm anxious. No way!,fear
What if I fail the exam tomorrow? It's real.,fear
This surprise party is amazing! I couldn't believe it.,joy
That’s the most disgusting thing ever. Honestly.,disgust
I’m just reading a book now. I feel overwhelmed.,neutral
What if I fail the exam tomorrow? I'm speechless.,fear
I'm mad at myself for forgetting that. Can you believe it?,anger
I can't breathe when I'm anxious. Can you believe it?,fear
This is so frustrating and annoying! I still can't believe it.,anger
You threw me a party? I'm shocked!.,surprise
"Wow, I didn’t expect that at all! This just happened.",surprise
Everyone was watching when I slipped. I'm not joking.,shame
Laughing with friends is the best feeling. Seriously.,joy
Today has been really hard for me. It really happened.,sadness
Nothing seems to cheer me up lately. I'm telling the truth.,sadness
I just got a promotion at work! I couldn't believe it.,joy
This is so frustrating and annoying! Can you believe it?,anger
The sight of that was revolting. I'm not joking.,disgust
I just want to be alone and cry..,sadness
I miss my family so much. That really hit me.,sadness
This surprise party is amazing! Honestly.,joy
I just got a promotion at work!,joy
I can't breathe when I'm anxious.,fear
The meeting is scheduled at 3 PM. I'm speechless.,neutral
"Wow, I didn’t expect that at all! No way!",surprise
I miss my family so much. I couldn't believe it.,sadness
My best friend moved away. I couldn't believe it.,sadness
I'm furious about how they treated me. I'm not joking.,anger
I can't breathe when I'm anxious. I couldn't believe it.,fear
Nothing seems to cheer me up lately. It left me stunned.,sadness
I just got a promotion at work! I'm telling the truth.,joy
I just got a promotion at work! This just happened.,joy
I had no idea you were coming! I'm telling the truth.,surprise
That’s the most disgusting thing ever. I feel overwhelmed.,disgust
I'm mad at myself for forgetting that.!,anger
I just want to be alone and cry. Seriously.,sadness
I feel embarrassed about what I did. Seriously.,shame
She wore a red dress to the event.,neutral
I’m just reading a book now. I still can't believe it.,neutral
I'm so proud of my accomplishments. It left me stunned.,joy
This is so frustrating and annoying! That really hit me.,anger
The sight of that was revolting. Seriously.,disgust
I feel so ashamed of myself. Can you believe it?,shame
This situation makes me sick. Can you believe it?,disgust
What a beautiful sunny day! It really happened.,joy
I'm mad at myself for forgetting that. This just happened.,anger
Nothing seems to cheer me up lately. I still can't believe it.,sadness
Everyone was watching when I slipped. This just happened.,shame
That’s the most disgusting thing ever. No way!,disgust
You threw me a party? I'm shocked! I feel overwhelmed.,surprise
Today has been really hard for me. I couldn't believe it.,sadness
Laughing with friends is the best feeling.,joy
I'm furious about how they treated me. It was unexpected.,anger
That's unbelievable news! It's real.,surprise
I'm furious about how they treated me. This just happened.,anger
That's unbelievable news! It was unexpected.,surprise
I just want to be alone and cry. No way!,sadness
I'm afraid of what might happen next. It was unexpected.,fear
I feel so ashamed of myself.,shame
I'm so proud of my accomplishments. I still can't believe it.,joy
Nothing seems to cheer me up lately. I'm telling the truth.,sadness
What a beautiful sunny day! It's real.,joy
I'm afraid of what might happen next. I feel overwhelmed.,fear
I'm furious about how they treated me. I'm still processing it.,anger
I'm so proud of my accomplishments. I still can't believe it.,joy
This is so frustrating and annoying! I couldn't believe it.,anger
I can't believe I acted like that. That really hit me.,shame
I'm really scared of the dark.!,fear
I had cereal for breakfast today. This just happened.,neutral
Today has been really hard for me. Seriously.,sadness
I had cereal for breakfast today. It really happened.,neutral
That was completely unfair and wrong. No way!,anger
I'm so proud of my accomplishments. This just happened.,joy
I had cereal for breakfast today.,neutral
Everyone was watching when I slipped. I still can't believe it.,shame
I miss my family so much. That really hit me.,sadness
You threw me a party? I'm shocked! This just happened.,surprise
I'm so proud of my accomplishments. I'm not joking.,joy
The meeting is scheduled at 3 PM. I couldn't believe it.,neutral
I just got a promotion at work! I feel overwhelmed.,joy
What a beautiful sunny day! This just happened.,joy
I'm mad at myself for forgetting that. I'm speechless.,anger
I just want to be alone and cry. Seriously.,sadness
Everyone was watching when I slipped. I'm not joking.,shame
I'm afraid of what might happen next. I'm still processing it.,fear
That's unbelievable news! Seriously.,surprise
Today has been really hard for me. I'm still processing it.,sadness
That's unbelievable news! It left me stunned.,surprise
The weather is moderate and cloudy. It left me stunned.,neutral
I can't believe I acted like that. I'm not joking.,shame
I'm so proud of my accomplishments.!,joy
What a beautiful sunny day! I feel overwhelmed.,joy
That's unbelievable news!,surprise
I'm mad at myself for forgetting that. This just happened.,anger
I'm so proud of my accomplishments. I'm speechless.,joy
I'm mad at myself for forgetting that. It left me stunned.,anger
I'm furious about how they treated me. It was unexpected.,anger
This situation makes me sick. I'm not joking.,disgust
I just want to be alone and cry. It's real.,sadness
I just got a promotion at work!,joy
Everyone was watching when I slipped. It really happened.,shame
The meeting is scheduled at 3 PM. I couldn't believe it.,neutral
I'm furious about how they treated me. I'm telling the truth.,anger
My best friend moved away. That really hit me.,sadness
I just want to be alone and cry. I'm telling the truth.,sadness
I'm mad at myself for forgetting that.,anger
My best friend moved away. I couldn't believe it.,sadness
I wish I could take back my words.,shame
That’s the most disgusting thing ever. I'm telling the truth.,disgust
My best friend moved away.!,sadness
That's unbelievable news! It really happened.,surprise
I'm afraid of what might happen next.,fear
My best friend moved away. Seriously.,sadness
I'm so proud of my accomplishments. I'm still processing it.,joy
I feel embarrassed about what I did. I'm telling the truth.,shame
I miss my family so much. I couldn't believe it.,sadness
I feel so ashamed of myself. I'm telling the truth.,shame
That's unbelievable news! I feel overwhelmed.,surprise
That was completely unfair and wrong. I'm not joking.,anger
That’s the most disgusting thing ever. That really hit me.,disgust
I'm really scared of the dark. I couldn't believe it.,fear
What if I fail the exam tomorrow? Can you believe it?,fear
I'm so proud of my accomplishments. Seriously.,joy
I'm mad at myself for forgetting that. I feel overwhelmed.,anger
That food smelled terrible. It really happened.,disgust
That’s the most disgusting thing ever. I'm not joking.,disgust
I had cereal for breakfast today. It really happened.,neutral
This surprise party is amazing! Honestly.,joy
I had cereal for breakfast today. It was unexpected.,neutral
I can't stand people who lie. It left me stunned.,disgust
I had cereal for breakfast today. I'm not joking.,neutral
I can't believe I acted like that. I'm still processing it.,shame
What if I fail the exam tomorrow? I still can't believe it.,fear
Today has been really hard for me. I feel overwhelmed.,sadness
What a beautiful sunny day! I'm telling the truth.,joy
I’m just reading a book now. I'm telling the truth.,neutral
I just want to be alone and cry.,sadness
Nothing seems to cheer me up lately. That really hit me.,sadness
What if I fail the exam tomorrow? I feel overwhelmed.,fear
That food smelled terrible. I'm telling the truth.,disgust
I'm mad at myself for forgetting that. I'm telling the truth.,anger
She wore a red dress to the event. Seriously.,neutral
She wore a red dress to the event. That really hit me.,neutral
That’s the most disgusting thing ever. That really hit me.,disgust
I had no idea you were coming! No way!,surprise
Nothing seems to cheer me up lately. This just happened.,sadness
What a beautiful sunny day!.,joy
I can't believe I acted like that. I couldn't believe it.,shame
She wore a red dress to the event. It really happened.,neutral
I'm afraid of what might happen next. It's real.,fear
That’s the most disgusting thing ever. Seriously.,disgust
Today has been really hard for me. It's real.,sadness
Everyone was watching when I slipped. I couldn't believe it.,shame
I feel embarrassed about what I did. That really hit me.,shame
My best friend moved away. It's real.,sadness
I just want to be alone and cry. Seriously.,sadness
This gift is such a wonderful surprise. I'm speechless.,surprise
She wore a red dress to the event. I couldn't believe it.,neutral
This is so frustrating and annoying! Seriously.,anger
I miss my family so much. It's real.,sadness
That's unbelievable news! It really happened.,surprise
This surprise party is amazing! Honestly.,joy
I'm so proud of my accomplishments. I feel overwhelmed.,joy
I'm mad at myself for forgetting that. No way!,anger
What if I fail the exam tomorrow? That really hit me.,fear
The thought of losing my job terrifies me. Can you believe it?,fear
This is so frustrating and annoying!,anger
I can't stand people who lie. I'm still processing it.,disgust
I'm so proud of my accomplishments. I'm not joking.,joy
Why do people always interrupt me? Can you believe it?,anger
This is so frustrating and annoying! This just happened.,anger
I’m just reading a book now. It's real.,neutral
I'm really scared of the dark. Can you believe it?,fear
I wish I could take back my words. I still can't believe it.,shame
This is so frustrating and annoying! It was unexpected.,anger
I’m just reading a book now. This just happened.,neutral
"Wow, I didn’t expect that at all! Seriously.",surprise
She wore a red dress to the event. I'm telling the truth.,neutral
This is so frustrating and annoying! That really hit me.,anger
I feel so ashamed of myself. I couldn't believe it.,shame
I can't stand people who lie.!,disgust
You threw me a party? I'm shocked! It's real.,surprise
I feel embarrassed about what I did. That really hit me.,shame
I just want to be alone and cry. I feel overwhelmed.,sadness
Nothing seems to cheer me up lately. It's real.,sadness
The meeting is scheduled at 3 PM..,neutral
I just got a promotion at work! I'm telling the truth.,joy
That was completely unfair and wrong. I feel overwhelmed.,anger
I'm furious about how they treated me. I still can't believe it.,anger
This gift is such a wonderful surprise. Honestly.,surprise
I'm really scared of the dark. Can you believe it?,fear
This is so frustrating and annoying! I'm telling the truth.,anger
I'm so proud of my accomplishments..,joy
Laughing with friends is the best feeling. I'm speechless.,joy
This is so frustrating and annoying! No way!,anger
I’m just reading a book now. No way!,neutral
I wish I could take back my words.!,shame
I feel embarrassed about what I did. I'm not joking.,shame
What if I fail the exam tomorrow? I'm still processing it.,fear
This is so frustrating and annoying! I still can't believe it.,anger
My best friend moved away. No way!,sadness
Why do people always interrupt me? I couldn't believe it.,anger
Why do people always interrupt me? It's real.,anger
Today has been really hard for me. Honestly.,sadness
The sight of that was revolting. Honestly.,disgust
I'm so proud of my accomplishments. No way!,joy
I'm mad at myself for forgetting that.!,anger
The meeting is scheduled at 3 PM. It left me stunned.,neutral
I'm mad at myself for forgetting that. That really hit me.,anger
I had cereal for breakfast today.!,neutral
I'm mad at myself for forgetting that. Honestly.,anger
I'm furious about how they treated me. Honestly.,anger
She wore a red dress to the event. I still can't believe it.,neutral
This surprise party is amazing!,joy
That's unbelievable news! Can you believe it?,surprise
That's unbelievable news!.,surprise
You threw me a party? I'm shocked! I feel overwhelmed.,surprise
I can't stand people who lie.,disgust
I miss my family so much. No way!,sadness
That food smelled terrible.!,disgust
I'm so proud of my accomplishments.,joy
My best friend moved away. I'm not joking.,sadness
The thought of losing my job terrifies me. I'm telling the truth.,fear
Nothing seems to cheer me up lately. I'm telling the truth.,sadness
I'm really scared of the dark. Honestly.,fear
This is so frustrating and annoying! I feel overwhelmed.,anger
That’s the most disgusting thing ever. It left me stunned.,disgust
Today has been really hard for me. I'm still processing it.,sadness
I just want to be alone and cry.!,sadness
What a beautiful sunny day! It really happened.,joy
I can't believe I acted like that.,shame
I'm so proud of my accomplishments. I still can't believe it.,joy
"Wow, I didn’t expect that at all! No way!",surprise
This surprise party is amazing! I couldn't believe it.,joy
Today has been really hard for me. It really happened.,sadness
Everyone was watching when I slipped. It left me stunned.,shame
I feel embarrassed about what I did.,shame
What if I fail the exam tomorrow? I'm still processing it.,fear
Laughing with friends is the best feeling. It was unexpected.,joy
My best friend moved away.,sadness
The sight of that was revolting. I'm speechless.,disgust
Today has been really hard for me. No way!,sadness
I feel embarrassed about what I did. I'm telling the truth.,shame
She wore a red dress to the event. No way!,neutral
The meeting is scheduled at 3 PM. I'm telling the truth.,neutral
I'm afraid of what might happen next. Seriously.,fear
I feel embarrassed about what I did.!,shame
I'm really scared of the dark. Can you believe it?,fear
Why do people always interrupt me? I still can't believe it.,anger
That's unbelievable news!.,surprise
Why do people always interrupt me? I couldn't believe it.,anger
I'm afraid of what might happen next. I'm speechless.,fear
She wore a red dress to the event. I'm not joking.,neutral
She wore a red dress to the event. Seriously.,neutral
I feel embarrassed about what I did. I feel overwhelmed.,shame
I'm afraid of what might happen next. I'm speechless.,fear
That food smelled terrible. It's real.,disgust
The weather is moderate and cloudy. Seriously.,neutral
The weather is moderate and cloudy. It really happened.,neutral
The thought of losing my job terrifies me. I feel overwhelmed.,fear
She wore a red dress to the event.!,neutral
I just want to be alone and cry. It left me stunned.,sadness
I’m just reading a book now..,neutral
This surprise party is amazing! I'm still processing it.,joy
Nothing seems to cheer me up lately. Honestly.,sadness
I wish I could take back my words. I'm not joking.,shame
I'm really scared of the dark. That really hit me.,fear
This surprise party is amazing! Honestly.,joy
I'm afraid of what might happen next. Honestly.,fear
My best friend moved away. This just happened.,sadness
That food smelled terrible. It really happened.,disgust
Today has been really hard for me.!,sadness
I just got a promotion at work! I couldn't believe it.,joy
I wish I could take back my words. No way!,shame
This surprise party is amazing! It really happened.,joy
The sight of that was revolting. Honestly.,disgust
I'm mad at myself for forgetting that. It left me stunned.,anger
My best friend moved away. That really hit me.,sadness
I can't believe I acted like that. I'm telling the truth.,shame
What a beautiful sunny day! I'm still processing it.,joy
You threw me a party? I'm shocked!!,surprise
What if I fail the exam tomorrow? Can you believe it?,fear
I just got a promotion at work! It was unexpected.,joy
Why do people always interrupt me? It left me stunned.,anger
I just want to be alone and cry. I'm still processing it.,sadness
This surprise party is amazing! It really happened.,joy
I had cereal for breakfast today.!,neutral
I just want to be alone and cry. I'm still processing it.,sadness
I’m just reading a book now. I still can't believe it.,neutral
This gift is such a wonderful surprise. It's real.,surprise
I'm so proud of my accomplishments. I'm not joking.,joy
That's unbelievable news! That really hit me.,surprise
I'm so proud of my accomplishments. I'm still processing it.,joy
I had cereal for breakfast today. This just happened.,neutral
She wore a red dress to the event. I'm telling the truth.,neutral
The thought of losing my job terrifies me. I feel overwhelmed.,fear
I'm furious about how they treated me. I couldn't believe it.,anger
Today has been really hard for me. I'm still processing it.,sadness
This surprise party is amazing! I'm not joking.,joy
This surprise party is amazing! No way!,joy
I'm so proud of my accomplishments. I'm not joking.,joy
I just want to be alone and cry. Can you believe it?,sadness
Why do people always interrupt me? It left me stunned.,anger
Today has been really hard for me..,sadness
The thought of losing my job terrifies me. I'm telling the truth.,fear
What a beautiful sunny day! It was unexpected.,joy
Everyone was watching when I slipped. Can you believe it?,shame
I had no idea you were coming! I couldn't believe it.,surprise
I can't believe I acted like that. Can you believe it?,shame
I'm mad at myself for forgetting that. I feel overwhelmed.,anger
I'm really scared of the dark..,fear
What a beautiful sunny day! I'm speechless.,joy
I had no idea you were coming! I couldn't believe it.,surprise
"Wow, I didn’t expect that at all! Honestly.",surprise
What if I fail the exam tomorrow?,fear
I feel so ashamed of myself.,shame
What if I fail the exam tomorrow? I feel overwhelmed.,fear
I'm furious about how they treated me. It really happened.,anger
That was completely unfair and wrong. This just happened.,anger
She wore a red dress to the event.,neutral
I miss my family so much. I still can't believe it.,sadness
That’s the most disgusting thing ever. I'm not joking.,disgust
I can't breathe when I'm anxious. I couldn't believe it.,fear
That’s the most disgusting thing ever. It left me stunned.,disgust
Why do people always interrupt me?,anger
Laughing with friends is the best feeling. It left me stunned.,joy
I can't stand people who lie. No way!,disgust
That's unbelievable news! I couldn't believe it.,surprise
This surprise party is amazing! This just happened.,joy
I'm so proud of my accomplishments. I feel overwhelmed.,joy
Nothing seems to cheer me up lately. I'm still processing it.,sadness
This surprise party is amazing! No way!,joy
I just want to be alone and cry. I'm not joking.,sadness
I can't stand people who lie. It left me stunned.,disgust
I had cereal for breakfast today..,neutral
Laughing with friends is the best feeling. It left me stunned.,joy
"Wow, I didn’t expect that at all! Seriously.",surprise
She wore a red dress to the event..,neutral
The weather is moderate and cloudy. I'm not joking.,neutral
I can't breathe when I'm anxious. I'm not joking.,fear
This is so frustrating and annoying! It really happened.,anger
This is so frustrating and annoying! I'm still processing it.,anger
Why do people always interrupt me? I still can't believe it.,anger
Laughing with friends is the best feeling..,joy
I can't breathe when I'm anxious. Can you believe it?,fear
Laughing with friends is the best feeling. I feel overwhelmed.,joy
The weather is moderate and cloudy. It's real.,neutral
I'm afraid of what might happen next..,fear
This is so frustrating and annoying! I'm speechless.,anger
My best friend moved away. It's real.,sadness
That food smelled terrible..,disgust
I can't breathe when I'm anxious. I'm not joking.,fear
This situation makes me sick. I'm not joking.,disgust
I just got a promotion at work! Can you believe it?,joy
I had cereal for breakfast today. No way!,neutral
The sight of that was revolting. I'm speechless.,disgust
I feel so ashamed of myself. That really hit me.,shame
I miss my family so much.!,sadness
I can't stand people who lie. It left me stunned.,disgust
I'm so proud of my accomplishments. It's real.,joy
You threw me a party? I'm shocked! I feel overwhelmed.,surprise
I wish I could take back my words. Can you believe it?,shame
I'm afraid of what might happen next. This just happened.,fear
I'm so proud of my accomplishments..,joy
What if I fail the exam tomorrow? I'm telling the truth.,fear
I'm really scared of the dark. I still can't believe it.,fear
I'm afraid of what might happen next. It really happened.,fear
I feel embarrassed about what I did. Can you believe it?,shame
That's unbelievable news! Can you believe it?,surprise
I’m just reading a book now. It left me stunned.,neutral
I just want to be alone and cry. I still can't believe it.,sadness
I'm mad at myself for forgetting that. That really hit me.,anger
You threw me a party? I'm shocked! I couldn't believe it.,surprise
I can't breathe when I'm anxious. I'm not joking.,fear
What a beautiful sunny day! I'm not joking.,joy
I'm really scared of the dark. It left me stunned.,fear
Why do people always interrupt me?,anger
This gift is such a wonderful surprise. Seriously.,surprise
My best friend moved away.,sadness
Everyone was watching when I slipped..,shame
I can't believe I acted like that. It left me stunned.,shame
You threw me a party? I'm shocked! I'm telling the truth.,surprise
This is so frustrating and annoying! It's real.,anger
This surprise party is amazing! I'm telling the truth.,joy
The sight of that was revolting. It was unexpected.,disgust
What a beautiful sunny day! I'm speechless.,joy
Today has been really hard for me. It left me stunned.,sadness
I'm mad at myself for forgetting that. This just happened.,anger
My best friend moved away. I still can't believe it.,sadness
What if I fail the exam tomorrow? I feel overwhelmed.,fear
I’m just reading a book now. Honestly.,neutral
What a beautiful sunny day! This just happened.,joy
Everyone was watching when I slipped..,shame
What if I fail the exam tomorrow?!,fear
I can't stand people who lie. I feel overwhelmed.,disgust
I'm furious about how they treated me.!,anger
Nothing seems to cheer me up lately. Honestly.,sadness
What a beautiful sunny day! I couldn't believe it.,joy
My best friend moved away. I'm still processing it.,sadness
That’s the most disgusting thing ever. I feel overwhelmed.,disgust
The thought of losing my job terrifies me. It really happened.,fear
That’s the most disgusting thing ever. I'm not joking.,disgust
I miss my family so much.,sadness
That food smelled terrible. It was unexpected.,disgust
This is so frustrating and annoying! It left me stunned.,anger
I'm mad at myself for forgetting that. It really happened.,anger
This surprise party is amazing!,joy
This situation makes me sick. I feel overwhelmed.,disgust
Laughing with friends is the best feeling. I feel overwhelmed.,joy
That food smelled terrible. I'm telling the truth.,disgust
This surprise party is amazing! I feel overwhelmed.,joy
The thought of losing my job terrifies me. Seriously.,fear
Why do people always interrupt me? It was unexpected.,anger
That was completely unfair and wrong. I'm telling the truth.,anger
The meeting is scheduled at 3 PM. I still can't believe it.,neutral
What if I fail the exam tomorrow?,fear
I'm furious about how they treated me. It left me stunned.,anger
I'm mad at myself for forgetting that. I still can't believe it.,anger
I’m just reading a book now. That really hit me.,neutral
I can't breathe when I'm anxious. Can you believe it?,fear
Why do people always interrupt me? This just happened.,anger
The sight of that was revolting. I still can't believe it.,disgust
Today has been really hard for me. Honestly.,sadness
That food smelled terrible. I still can't believe it.,disgust
The thought of losing my job terrifies me. No way!,fear
I wish I could take back my words. It was unexpected.,shame
My best friend moved away. I'm not joking.,sadness
I'm really scared of the dark. That really hit me.,fear
This is so frustrating and annoying!!,anger
I had no idea you were coming! Seriously.,surprise
My best friend moved away. I feel overwhelmed.,sadness
I can't breathe when I'm anxious. Seriously.,fear
This surprise party is amazing! Seriously.,joy
I can't stand people who lie. Can you believe it?,disgust
I had no idea you were coming! Honestly.,surprise
Nothing seems to cheer me up lately. I'm telling the truth.,sadness
That's unbelievable news!,surprise
The weather is moderate and cloudy..,neutral
I miss my family so much. I'm not joking.,sadness
Laughing with friends is the best feeling. I'm not joking.,joy
I can't stand people who lie. Honestly.,disgust
That’s the most disgusting thing ever. I'm speechless.,disgust
I just want to be alone and cry. I still can't believe it.,sadness
Today has been really hard for me..,sadness
She wore a red dress to the event. I'm not joking.,neutral
My best friend moved away. I couldn't believe it.,sadness
This surprise party is amazing! No way!,joy
I'm really scared of the dark. Seriously.,fear
Today has been really hard for me. No way!,sadness
I'm really scared of the dark.!,fear
I can't breathe when I'm anxious. Can you believe it?,fear
I feel embarrassed about what I did. I still can't believe it.,shame
I had no idea you were coming! No way!,surprise
The meeting is scheduled at 3 PM. I'm speechless.,neutral
Why do people always interrupt me? I feel overwhelmed.,anger
The sight of that was revolting. I couldn't believe it.,disgust
This is so frustrating and annoying! I'm not joking.,anger
I'm mad at myself for forgetting that. That really hit me.,anger
What a beautiful sunny day! It left me stunned.,joy
I wish I could take back my words. Honestly.,shame
I had no idea you were coming! Can you believe it?,surprise
The thought of losing my job terrifies me. It's real.,fear
I miss my family so much. I still can't believe it.,sadness
I feel so ashamed of myself. It really happened.,shame
The thought of losing my job terrifies me..,fear
This is so frustrating and annoying! I feel overwhelmed.,anger
Everyone was watching when I slipped. Can you believe it?,shame
The weather is moderate and cloudy. I feel overwhelmed.,neutral
I'm so proud of my accomplishments. It's real.,joy
I just want to be alone and cry. Can you believe it?,sadness
You threw me a party? I'm shocked!,surprise
I feel embarrassed about what I did. No way!,shame
That was completely unfair and wrong..,anger
Laughing with friends is the best feeling. I still can't believe it.,joy
I had cereal for breakfast today. I'm telling the truth.,neutral
This surprise party is amazing! Seriously.,joy
I feel so ashamed of myself. It was unexpected.,shame
She wore a red dress to the event. Seriously.,neutral
The sight of that was revolting.,disgust
This is so frustrating and annoying! Seriously.,anger
I just got a promotion at work! This just happened.,joy
This situation makes me sick. I couldn't believe it.,disgust
I'm afraid of what might happen next. It left me stunned.,fear
I just got a promotion at work! I'm still processing it.,joy
I'm really scared of the dark. I'm speechless.,fear
Laughing with friends is the best feeling. It really happened.,joy
Laughing with friends is the best feeling..,joy
Why do people always interrupt me? I'm still processing it.,anger
The sight of that was revolting. This just happened.,disgust
This gift is such a wonderful surprise. I'm not joking.,surprise
I'm afraid of what might happen next. I'm not joking.,fear
I'm so proud of my accomplishments. It left me stunned.,joy
The thought of losing my job terrifies me. It was unexpected.,fear
I can't breathe when I'm anxious. I'm speechless.,fear
I had no idea you were coming! I'm speechless.,surprise
This surprise party is amazing! Honestly.,joy
I'm furious about how they treated me. It left me stunned.,anger
I just got a promotion at work! I'm speechless.,joy
That food smelled terrible. I'm speechless.,disgust
Everyone was watching when I slipped. I'm telling the truth.,shame
Laughing with friends is the best feeling..,joy
Why do people always interrupt me? Seriously.,anger
This situation makes me sick. I'm still processing it.,disgust
I'm furious about how they treated me. It was unexpected.,anger
That’s the most disgusting thing ever.,disgust
I'm furious about how they treated me..,anger
That's unbelievable news! I'm telling the truth.,surprise
What a beautiful sunny day! Can you believe it?,joy
I'm so proud of my accomplishments. Seriously.,joy
What a beautiful sunny day! I feel overwhelmed.,joy
"Wow, I didn’t expect that at all! Seriously.",surprise
That food smelled terrible. I still can't believe it.,disgust
This surprise party is amazing! It's real.,joy
Everyone was watching when I slipped. I'm still processing it.,shame
I just want to be alone and cry.,sadness
Nothing seems to cheer me up lately..,sadness
I'm so proud of my accomplishments.!,joy
I just want to be alone and cry. I'm speechless.,sadness
You threw me a party? I'm shocked! It was unexpected.,surprise
I'm so proud of my accomplishments. It's real.,joy
I wish I could take back my words. Honestly.,shame
I wish I could take back my words. Honestly.,shame
I'm mad at myself for forgetting that. I feel overwhelmed.,anger
I can't believe I acted like that. No way!,shame
I miss my family so much. I couldn't believe it.,sadness
I'm mad at myself for forgetting that. That really hit me.,anger
I miss my family so much. That really hit me.,sadness
I feel embarrassed about what I did. That really hit me.,shame
The meeting is scheduled at 3 PM. This just happened.,neutral
I just got a promotion at work! Seriously.,joy
My best friend moved away. Can you believe it?,sadness
Laughing with friends is the best feeling. It's real.,joy
I can't breathe when I'm anxious. Honestly.,fear
I can't stand people who lie. It left me stunned.,disgust
I just want to be alone and cry. It really happened.,sadness
Laughing with friends is the best feeling. That really hit me.,joy
I had cereal for breakfast today.!,neutral
This surprise party is amazing! This just happened.,joy
What if I fail the exam tomorrow? This just happened.,fear
The sight of that was revolting. I couldn't believe it.,disgust
This situation makes me sick.,disgust
I miss my family so much. I feel overwhelmed.,sadness
I just want to be alone and cry. No way!,sadness
I'm furious about how they treated me. It really happened.,anger
I had no idea you were coming! That really hit me.,surprise
I'm afraid of what might happen next. I'm still processing it.,fear
I'm afraid of what might happen next. I'm telling the truth.,fear
What a beautiful sunny day! I'm telling the truth.,joy
Nothing seems to cheer me up lately. I couldn't believe it.,sadness
I feel embarrassed about what I did. That really hit me.,shame
Why do people always interrupt me? No way!,anger
This is so frustrating and annoying! It really happened.,anger
Why do people always interrupt me? It really happened.,anger
Why do people always interrupt me?,anger
The meeting is scheduled at 3 PM. I feel overwhelmed.,neutral
I had no idea you were coming! I'm telling the truth.,surprise
I'm furious about how they treated me. Honestly.,anger
I can't stand people who lie. I couldn't believe it.,disgust
This surprise party is amazing!,joy
This surprise party is amazing! I couldn't believe it.,joy
I feel embarrassed about what I did. I feel overwhelmed.,shame
I'm so proud of my accomplishments. This just happened.,joy
This is so frustrating and annoying! It left me stunned.,anger
Today has been really hard for me.!,sadness
I'm afraid of what might happen next. That really hit me.,fear
This gift is such a wonderful surprise. I still can't believe it.,surprise
Everyone was watching when I slipped. It really happened.,shame
What a beautiful sunny day!,joy
The sight of that was revolting.,disgust
She wore a red dress to the event. I'm telling the truth.,neutral
The sight of that was revolting. I feel overwhelmed.,disgust
I wish I could take back my words. I'm speechless.,shame
The meeting is scheduled at 3 PM..,neutral
Nothing seems to cheer me up lately. No way!,sadness
What if I fail the exam tomorrow? Can you believe it?,fear
That’s the most disgusting thing ever.!,disgust
I'm afraid of what might happen next. It really happened.,fear
I can't breathe when I'm anxious. I'm still processing it.,fear
This situation makes me sick. Seriously.,disgust
I had cereal for breakfast today. It left me stunned.,neutral
I just want to be alone and cry. It left me stunned.,sadness
I'm so proud of my accomplishments. I'm not joking.,joy
I'm mad at myself for forgetting that. It's real.,anger
The sight of that was revolting. I'm speechless.,disgust
The weather is moderate and cloudy. That really hit me.,neutral
What a beautiful sunny day! I still can't believe it.,joy
I can't believe I acted like that. I'm still processing it.,shame
I'm furious about how they treated me. That really hit me.,anger
This situation makes me sick.!,disgust
Nothing seems to cheer me up lately.!,sadness
That was completely unfair and wrong.,anger
This gift is such a wonderful surprise. It really happened.,surprise
"Wow, I didn’t expect that at all! It's real.",surprise
I feel so ashamed of myself. Seriously.,shame
I miss my family so much..,sadness
This situation makes me sick. That really hit me.,disgust
I wish I could take back my words.,shame
I had no idea you were coming!!,surprise
Laughing with friends is the best feeling. Seriously.,joy
My best friend moved away. I couldn't believe it.,sadness
I can't believe I acted like that. I'm still processing it.,shame
I feel embarrassed about what I did. I'm telling the truth.,shame
I just got a promotion at work! I couldn't believe it.,joy
The weather is moderate and cloudy.!,neutral
The meeting is scheduled at 3 PM. This just happened.,neutral
This gift is such a wonderful surprise. Honestly.,surprise
This situation makes me sick. I'm not joking.,disgust
Nothing seems to cheer me up lately.,sadness
That's unbelievable news! Honestly.,surprise
